"STATION_NAME_FULL","STATION_NAME","EMS_ID","SERIAL","ADDRESS","CITY","LAT","LONG","ELEVATION","STATUS_DESCRIPTION","OWNER","REGION","STATUS","OPENED","CLOSED","NAPS_ID"
"Trail Aquatic Centre","Trail Aquatic Centre","E269123",186,"1875 Columbia Avenue","Trail",49.0955,-117.6972,486,"NON OPERATIONAL","ENV","04 - Kootenay","OFF",2007-09-10 00:00:00,2010-02-25,10
"Trail Butler Park","Trail Butler Park","0250009",190,"1875 Columbia Avenue","Trail",49.096218,-117.697828,422,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",1972-01-03 00:00:00,NA,102201
"Trail Butler Park Met_15","Trail Butler Park","0250009",188,"Butler Park","Trail",49.096218,-117.697828,422,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",1985-10-17 00:00:00,NA,102201
"Trail Butler Park Met_60","Trail Butler Park","0250009",189,"1875 Columbia Avenue","Trail",49.096218,-117.697828,423,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",1985-10-17 00:00:00,NA,102201
"Trail Columbia Gardens Airport","Trail Columbia Gardens Airport","0260012",264,"Highway 22A","Trail",49.046405,-117.60711,428,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",2010-06-05 00:00:00,NA,102210
"Trail Columbia Gardens Airport_15","Trail Columbia Gardens Airport","E237758",191,"Field along the south property line","Trail",49.046405,-117.60711,428,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",1999-06-23 00:00:00,NA,10
"Trail Columbia Gardens Airport_60","Trail Columbia Gardens Airport","E237758",192,"Field along the south property line","Trail",49.046405,-117.60711,428,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",1999-06-23 00:00:00,NA,10
"Trail Downtown","Trail Downtown","0260010",369,"WKP & Light Building","Trail",49.0953,-117.6508,417,"NON OPERATIONAL","INDUSTRY","04 - Kootenay","OFF",1982-01-01 00:00:00,NA,10
"Trail Glenmerry","Trail Glenmerry","0260026",370,"3370 Highway Drive","Trail",49.0967,-117.6686,458,"NON OPERATIONAL","INDUSTRY","04 - Kootenay","OFF",1986-12-24 00:00:00,NA,10
"Trail Hospital","Trail Hospital","0260023",371,"1200 Hospital Bench","Trail",49.1031,-117.6833,457,"NON OPERATIONAL","INDUSTRY","04 - Kootenay","OFF",1995-01-07 00:00:00,NA,10
"Trail Oasis","Trail Oasis","0260022",372,"Willow End Road","Trail",49.1331,-117.7456,555,"NON OPERATIONAL","INDUSTRY","04 - Kootenay","OFF",1982-01-01 00:00:00,NA,10
"Trail West","Trail West","E222141",373,"Corner of Bay Avenue & Wilms Lane","Trail",49.0936,-117.7014,488,"NON OPERATIONAL","INDUSTRY","04 - Kootenay","OFF",1995-05-21 00:00:00,NA,10
"Tsawwassen","Tsawwassen","E283549",273,"411 Milsom Wynd","Delta",49.0099,-123.082,52,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",2010-04-08 00:00:00,NA,10
"Tumbler Ridge Lions Flatbed Creek Campground","Tumbler Ridge Lions Flatbed Creek Campground","Tumbler Ridge OGC CAMEL",509,"off Don Phillips Way","Tumbler Ridge",55.119369,-121.019111,0,"BC OGC MOBILE","BC OGC","07 - Omineca-Peace","OFF",2014-07-07 00:00:00,2014-09-22,10
"Ucluelet Amphitrite Point","Ucluelet Amphitrite Point","E282169",266,"Coast Guard Drive","Ucluelet",48.921799,-125.541209,14,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",2010-05-14 00:00:00,NA,106800
"Ucluelet Amphitrite Point Met_15","Ucluelet Amphitrite Point","E282169",276,"Coast Guard Lighthouse","Ucluelet",48.921799,-125.541209,14,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",2010-09-24 00:00:00,NA,106800
"Ucluelet Amphitrite Point Met_60","Ucluelet Amphitrite Point","E282169",277,"Coast Guard Lighthouse","Ucluelet",48.921799,-125.541209,14,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",2010-09-24 00:00:00,NA,106800
"Valemount","Valemount","E234293",440,"1380 5th Avenue","Valemount",52.832459,-119.269821,800,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",2013-03-01 00:00:00,NA,10
"Valemount Met_15","Valemount","E274205",208,"38 Dogwood Street","Valemount",52.833,-119.268,792,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",2008-11-13 00:00:00,NA,10
"Valemount Met_60","Valemount","E274205",209,"38 Dogwood Street","Valemount",52.833,-119.268,792,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",2008-11-13 00:00:00,NA,10
"Vancouver International Airport #2","Vancouver International Airport #2","E232246",259,"3153 Templeton Street","Richmond",49.1864,-123.1522,10,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",1998-01-02 00:00:00,NA,10
"Vancouver Kitsilano","Vancouver Kitsilano","0310175",241,"2550 West 10th Avenue","Vancouver",49.2617,-123.1633,34,"METRO VANCOUVER NON OPERATIONAL","MVRD","02 - Lower Mainland","OFF",2010-03-16 00:00:00,NA,10
"Vancouver Marpole","Vancouver Marpole","0310176",340,"250W 70th Avenue","Vancouver",49.2097,-123.1139,27,"METRO VANCOUVER NON OPERATIONAL","MVRD","02 - Lower Mainland","OFF",1973-01-08 00:00:00,NA,10
"Vancouver Robson Square","Vancouver Robson Square","0310174",240,"Robson and Hornby","Vancouver",49.2822,-123.1219,56,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",1975-01-02 00:00:00,NA,10
"Vanderhoof Courthouse","Vanderhoof Courthouse","E269223",212,"2441 Bute Road","Vanderhoof",54.0163,-124.0061,638,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",2009-12-08 00:00:00,NA,106900
"Vanderhoof Courthouse Met_15","Vanderhoof Courthouse","E269223",206,"2441 Bute Street","Vanderhoof",54.016476,-124.005724,637,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",2007-05-10 00:00:00,NA,106900
"Vanderhoof Courthouse Met_60","Vanderhoof Courthouse","E269223",207,"2441 Bute Road","Vanderhoof",54.016476,-124.005724,637,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",2007-05-10 00:00:00,NA,106900
"Vernon City Hall Mobile","Vernon City Hall Mobile","E222853",348,"340030th Avenue","Vernon",50.2661,-119.2708,400,"NON OPERATIONAL","ENV","03 - Southern Interior","OFF",1996-01-01 00:00:00,NA,10
"Vernon Science Centre","Vernon Science Centre","E249492",11,"2704 Highway #6","Vernon",50.260617,-119.270723,476,"OPERATIONAL","ENV","03 - Southern Interior","ON",2002-10-15 00:00:00,NA,104003
"Vernon Science Centre_15","Vernon Science Centre","E249492",193,"2704 Highway #6","Vernon",50.260617,-119.270723,476,"OPERATIONAL","ENV","03 - Southern Interior","ON",2002-10-15 00:00:00,NA,104003
"Vernon Science Centre_60","Vernon Science Centre","E249492",194,"2704 Highway #6","Vernon",50.260617,-119.270723,476,"OPERATIONAL","ENV","03 - Southern Interior","ON",2002-10-15 00:00:00,NA,104003
"Victoria Air 1","Victoria Air 1","0110000",304,"1106 Cook Street","Victoria",48.4244,-123.3597,0,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",1976-01-01 00:00:00,NA,10
"Victoria Christopher Point_1","Victoria Christopher Point","E260701",201,"DND Property at Rocky Point","Victoria",48.3094,-123.5619,0,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",2005-01-09 00:00:00,NA,10
"Victoria Christopher Point_15","Victoria Christopher Point","E260701",202,"DND property at Rocky Point","Victoria",48.3094,-123.5619,0,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",2008-12-15 00:00:00,NA,10
"Victoria Christopher Point_60","Victoria Christopher Point","E260701",203,"DND property at Rocky Point","Victoria",48.3094,-123.5619,0,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",2005-01-09 00:00:00,NA,10
"Victoria James Bay Daniels Electronics","Victoria James Bay Daniels Electronics","E285559",413,"43 Erie Street","Victoria",48.4208,-123.3828,22,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",2011-04-12 00:00:00,NA,100317
"Victoria James Bay MAML","Victoria James Bay MAML","E277063",211,"James Bay Montreal Street","Victoria",48.418056,-123.381667,20,"MOBILE NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",2009-05-19 00:00:00,NA,10
"Victoria James Bay The Reef","Victoria James Bay The Reef","E297190",460,"21 Erie Street","Victoria",48.421589,-123.384311,22,"OPERATIONAL","INDUSTRY","01 - Vancouver Island","ON",2014-04-02 00:00:00,NA,100318
"Victoria PAPS","Victoria PAPS","0110030",305,"1250 Quadra Street","Victoria",48.4239,-123.3553,22,"NON OPERATIONAL","MVRD","01 - Vancouver Island","OFF",1983-01-04 00:00:00,NA,10
"Victoria Royal Roads University","Victoria Royal Roads University","0110031",20,"2005 Sooke Road","Victoria",48.43,-123.4686,1,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",1998-03-03 00:00:00,NA,10
"Victoria Royal Roads_15","Victoria Royal Roads","0110031",204,"2005 Sooke Road","Victoria",48.43,-123.4686,1,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",1998-03-03 00:00:00,NA,10
"Victoria Royal Roads_60","Victoria Royal Roads","0110031",205,"2005 Sooke Road","Victoria",48.43,-123.4686,1,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",1998-03-03 00:00:00,NA,10
"Victoria Topaz","Victoria Topaz","E231866",4,"923 Topaz Avenue","Victoria",48.441942,-123.363165,29,"OPERATIONAL","ENV","01 - Vancouver Island","ON",1998-05-01 00:00:00,NA,100304
"Victoria Topaz Met_15","Victoria Topaz","E231866",7,"923 Topaz Avenue","Victoria",48.441942,-123.363165,29,"OPERATIONAL","ENV","01 - Vancouver Island","ON",1998-01-05 00:00:00,NA,100304
"Victoria Topaz Met_60","Victoria Topaz","E231866",8,"923 Topaz Avenue","Victoria",48.441942,-123.363165,29,"OPERATIONAL","ENV","01 - Vancouver Island","ON",1998-05-01 00:00:00,NA,100304
"Warfield Elementary","Warfield Elementary","0260011",283,"395 Schofield Highway","Warfield",49.0952,-117.7469,604,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",2010-09-28 00:00:00,NA,102220
"Warfield Elementary Met_15","Warfield Elementary","0260011",195,"395 Schofield Highway","Warfield",49.095439,-117.74683,610,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",1982-01-01 00:00:00,NA,102220
"Warfield Elementary Met_60","Warfield Elementary","0260011",196,"395 Schofield Highway","Warfield",49.095439,-117.74683,610,"OPERATIONAL","INDUSTRY","04 - Kootenay","ON",1982-01-01 00:00:00,NA,102220
"Wells","Wells","M109011",377,"Jack of Club Lake","Wells",53.0983,-123.5786,1207,"NON OPERATIONAL","ENV","05 - Cariboo","OFF",1990-07-25 00:00:00,NA,10
"West Vancouver Lions Gate","West Vancouver Lions Gate","0310180",341,"Welsh Road","West Vancouver",49.3181,-123.1347,15,"METRO VANCOUVER NON OPERATIONAL","MVRD","02 - Lower Mainland","OFF",1980-01-08 00:00:00,NA,10
"Whistler Function Junction MAML","Whistler Function Junction MAML","E278652",217,"Waste Treatment Plant","Whistler",50.0856,-123.0383,593,"NON OPERATIONAL","ENV","02 - Lower Mainland","OFF",2010-01-27 00:00:00,NA,10
"Whistler Meadow Park","Whistler Meadow Park","E227431",197,"4325 Blackcomb Way","Whistler",50.144285,-122.960402,638,"OPERATIONAL","ENV","02 - Lower Mainland","ON",2001-04-24 00:00:00,NA,105001
"Williams Lake 168 Mile Road","Williams Lake 168 Mile Road","E229457",229,"in the pasture area","Williams Lake",51.6461,-121.2937,0,"NON OPERATIONAL","ENV","05 - Cariboo","OFF",2010-02-16 00:00:00,NA,10
"Williams Lake Canadian Tire Met_15","Williams Lake Canadian Tire","E248623",198,"1050 South Lakeside Drive","Williams Lake",52.1175,-122.1313,578,"OPERATIONAL","ENV","05 - Cariboo","OFF",2002-06-13 00:00:00,NA,10
"Williams Lake Canadian Tire Met_60","Williams Lake Canadian Tire","E248623",199,"1050 South Lakeside Drive","Williams Lake",52.1175,-122.1313,578,"OPERATIONAL","ENV","05 - Cariboo","OFF",2002-06-13 00:00:00,NA,10
"Williams Lake Columneetza School","Williams Lake Columneetza School","0550502",16,"1045 Western Avenue","Williams Lake",52.14428,-122.150391,631,"OPERATIONAL","ENV","05 - Cariboo","ON",1992-04-15 00:00:00,NA,102701
"Williams Lake Columneetza School_15","Williams Lake Columneetza School","0550502",226,"1045 Western Avenue","Williams Lake",52.14428,-122.150391,631,"OPERATIONAL","ENV","05 - Cariboo","ON",2018-08-01 00:00:00,NA,102701
"Williams Lake Columneetza School_60","Williams Lake Columneetza School","0550502",549,"1045 Western Avenue","Williams Lake",52.14428,-122.150391,631,"OPERATIONAL","ENV","05 - Cariboo","ON",2018-08-01 15:10:37,NA,102701
"Williams Lake CRD Library","Williams Lake CRD Library","E248797",200,"180 North third Avenue","Williams Lake",52.13083,-122.14222,609,"NON OPERATIONAL","ENV","05 - Cariboo","OFF",2002-07-26 00:00:00,NA,102706
"Williams Lake Skyline School","Williams Lake Skyline School","0605020",378,"225 Hodson Road","Williams Lake",52.1161,-122.1325,650,"NON OPERATIONAL","ENV","05 - Cariboo","OFF",2001-08-08 00:00:00,NA,10
"Williams Lake Water Tower","Williams Lake Water Tower","E222242",230,"on elevated terrain","Williams Lake",51.6461,-121.2937,0,"NON OPERATIONAL","ENV","05 - Cariboo","OFF",2010-02-16 00:00:00,NA,10
